2023-04-07 13:36:03.839 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-08 06:02:46.430 [http-nio-8081-exec-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644460734278651904,"localDateTime":"2023-04-08T06:02:46.417","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"死字不吉利，已被过滤","status":"-1"},"tag":"sendService","templateId":13}
2023-04-08 06:06:01.482 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-08 06:06:01.489 [main] INFO  net.syl.dandelion.web.WebApplication - The following 1 profile is active: "dev"
2023-04-08 06:06:01.975 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-04-08 06:06:01.976 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-08 06:06:01.991 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
2023-04-08 06:06:02.142 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=22b72ce4-5e40-3e1d-8073-4f41a17f2b72
2023-04-08 06:06:02.502 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-08 06:06:02.509 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-08 06:06:02.509 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-08 06:06:02.509 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.62]
2023-04-08 06:06:02.616 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-08 06:06:02.616 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1112 ms
2023-04-08 06:06:02.864 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2023-04-08 06:06:03.239 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2023-04-08 06:06:03.685 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'dandelion-cron' URL not provided. Will try picking an instance via load-balancing.
2023-04-08 06:06:04.984 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:06:06.188 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:06:06.395 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-08 06:06:06.410 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-08 06:06:06.416 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dandelion-web 192.168.91.1:8080 register finished
2023-04-08 06:06:07.484 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:06:07.507 [main] INFO  net.syl.dandelion.web.WebApplication - Started WebApplication in 9.022 seconds (JVM running for 9.738)
2023-04-08 06:06:07.515 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web, group=WEB
2023-04-08 06:06:07.520 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web-dev.yaml, group=WEB
2023-04-08 06:06:07.522 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web.yaml, group=WEB
2023-04-08 06:06:18.175 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-08 06:06:18.175 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-08 06:06:18.176 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-08 06:07:57.521 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-08 06:07:57.526 [main] INFO  net.syl.dandelion.web.WebApplication - The following 1 profile is active: "dev"
2023-04-08 06:07:58.061 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-04-08 06:07:58.062 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-08 06:07:58.083 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2023-04-08 06:07:58.279 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=22b72ce4-5e40-3e1d-8073-4f41a17f2b72
2023-04-08 06:07:58.702 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-08 06:07:58.710 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-08 06:07:58.710 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-08 06:07:58.710 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.62]
2023-04-08 06:07:58.832 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-08 06:07:58.832 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1287 ms
2023-04-08 06:07:59.190 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2023-04-08 06:07:59.633 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2023-04-08 06:08:00.139 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'dandelion-cron' URL not provided. Will try picking an instance via load-balancing.
2023-04-08 06:08:01.490 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:08:02.700 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:08:03.010 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-08 06:08:03.028 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-08 06:08:03.035 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dandelion-web 192.168.91.1:8080 register finished
2023-04-08 06:08:04.117 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:08:04.144 [main] INFO  net.syl.dandelion.web.WebApplication - Started WebApplication in 9.653 seconds (JVM running for 11.335)
2023-04-08 06:08:04.155 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web, group=WEB
2023-04-08 06:08:04.157 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web-dev.yaml, group=WEB
2023-04-08 06:08:04.159 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web.yaml, group=WEB
2023-04-08 06:08:10.252 [http-nio-8080-exec-3] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-08 06:08:10.252 [http-nio-8080-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-08 06:08:10.253 [http-nio-8080-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-08 06:09:35.318 [SpringApplicationShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
2023-04-08 06:09:35.319 [SpringApplicationShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registration finished.
2023-04-08 06:09:44.287 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2023-04-08 06:09:44.294 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2023-04-08 06:09:51.178 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-08 06:09:51.182 [main] INFO  net.syl.dandelion.web.WebApplication - The following 1 profile is active: "dev"
2023-04-08 06:09:51.658 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-04-08 06:09:51.660 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-08 06:09:51.679 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2023-04-08 06:09:51.836 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=22b72ce4-5e40-3e1d-8073-4f41a17f2b72
2023-04-08 06:09:52.216 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-08 06:09:52.223 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-08 06:09:52.223 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-08 06:09:52.223 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.62]
2023-04-08 06:09:52.335 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-08 06:09:52.335 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1137 ms
2023-04-08 06:09:52.589 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2023-04-08 06:09:52.966 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2023-04-08 06:09:53.452 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'dandelion-cron' URL not provided. Will try picking an instance via load-balancing.
2023-04-08 06:09:54.773 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:09:55.965 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:09:56.163 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-08 06:09:56.177 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-08 06:09:56.183 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dandelion-web 192.168.91.1:8080 register finished
2023-04-08 06:09:57.261 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:09:57.283 [main] INFO  net.syl.dandelion.web.WebApplication - Started WebApplication in 9.224 seconds (JVM running for 9.98)
2023-04-08 06:09:57.291 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web, group=WEB
2023-04-08 06:09:57.293 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web-dev.yaml, group=WEB
2023-04-08 06:09:57.296 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web.yaml, group=WEB
2023-04-08 06:10:16.784 [http-nio-8080-exec-3] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-08 06:10:16.784 [http-nio-8080-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-08 06:10:16.785 [http-nio-8080-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-08 06:15:43.705 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-08 06:15:43.709 [main] INFO  net.syl.dandelion.web.WebApplication - The following 1 profile is active: "dev"
2023-04-08 06:15:44.221 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-04-08 06:15:44.223 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-08 06:15:44.242 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
2023-04-08 06:15:44.423 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=22b72ce4-5e40-3e1d-8073-4f41a17f2b72
2023-04-08 06:15:44.839 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-08 06:15:44.847 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-08 06:15:44.848 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-08 06:15:44.848 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.62]
2023-04-08 06:15:44.965 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-08 06:15:44.965 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1239 ms
2023-04-08 06:15:45.266 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2023-04-08 06:15:45.660 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2023-04-08 06:15:46.167 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'dandelion-cron' URL not provided. Will try picking an instance via load-balancing.
2023-04-08 06:15:47.506 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:15:48.727 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:15:48.966 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-08 06:15:49.007 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-08 06:15:49.012 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dandelion-web 192.168.91.1:8080 register finished
2023-04-08 06:15:50.091 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:15:50.119 [main] INFO  net.syl.dandelion.web.WebApplication - Started WebApplication in 9.466 seconds (JVM running for 10.523)
2023-04-08 06:15:50.129 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web, group=WEB
2023-04-08 06:15:50.131 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web-dev.yaml, group=WEB
2023-04-08 06:15:50.133 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web.yaml, group=WEB
2023-04-08 06:15:59.955 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-08 06:15:59.955 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-08 06:15:59.956 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-08 06:16:10.736 [SpringApplicationShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
2023-04-08 06:16:10.738 [SpringApplicationShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registration finished.
2023-04-08 06:16:19.826 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2023-04-08 06:16:19.832 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2023-04-08 06:16:26.057 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-08 06:16:26.061 [main] INFO  net.syl.dandelion.web.WebApplication - The following 1 profile is active: "dev"
2023-04-08 06:16:26.590 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-04-08 06:16:26.591 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-08 06:16:26.609 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2023-04-08 06:16:26.794 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=22b72ce4-5e40-3e1d-8073-4f41a17f2b72
